FECHA_HORA,prediccion,y_true
2023-05-27 23:59:00,25514.14888262724,26527.0
2023-05-28 23:59:00,26624.22873200116,25618.0
2023-05-29 23:59:00,23638.090672547132,20698.0
2023-05-30 23:59:00,27469.346098879294,30323.0
2023-06-01 23:59:00,27071.17977173608,24229.0
2023-06-02 23:59:00,21667.335919493606,19314.0
2023-06-03 23:59:00,23820.69493447758,23218.0
2023-06-04 23:59:00,24455.356927441106,26048.0
2023-06-05 23:59:00,26192.00264521946,25599.0
2023-06-06 23:59:00,26211.819247261603,25886.0
2023-06-07 23:59:00,24042.59058728049,21782.0
2023-06-08 23:59:00,25648.57065813172,25215.0
2023-06-09 23:59:00,21721.693974345373,21135.0
2023-06-10 23:59:00,23167.19012915796,22112.0
2023-06-11 23:59:00,26763.708814557292,28448.0
2023-06-12 23:59:00,27339.67426335707,27131.0
2023-06-13 23:59:00,27757.012193576935,28126.0
2023-06-14 23:59:00,27970.910170547966,28815.0
2023-06-15 23:59:00,27263.91455859554,26819.0
2023-06-16 23:59:00,22150.720204571066,21344.0
2023-06-17 23:59:00,20886.872240129538,18188.0
2023-06-18 23:59:00,22090.483884977173,22578.0
2023-06-19 23:59:00,24967.552280689815,23093.0
2023-06-20 23:59:00,25806.41402459566,26090.0
2023-06-21 23:59:00,27507.5560991879,27874.0
2023-06-22 23:59:00,27930.909058781912,28265.0
2023-06-23 23:59:00,23067.5864630065,23887.0
2023-06-24 23:59:00,21678.308583236056,15073.0
2023-06-25 23:59:00,23322.124982557103,23541.0
2023-06-26 23:59:00,25348.888586672736,25694.0
2023-06-27 23:59:00,27931.21835837198,29129.0
2023-06-28 23:59:00,29135.422837497743,28539.0
2023-06-29 23:59:00,24332.13665569778,20274.0
2023-06-30 23:59:59,26556.832694655768,32067.0
2023-07-01 23:59:00,25778.594089072827,24299.0
2023-07-02 23:59:00,28604.683299423392,31768.0
2023-07-03 23:59:00,30352.017646895263,30326.0
2023-07-04 23:59:00,29484.155912395254,29582.0
2023-07-05 23:59:00,28479.322002975878,27968.0
2023-07-06 23:59:00,23016.018555819574,22348.0
2023-07-07 23:59:01,24714.2376195137,25520.0
2023-07-08 23:59:00,27071.316889595502,28079.0
2023-07-09 23:59:00,28392.972707566096,28299.0
2023-07-10 23:59:00,28332.806148959557,27855.0
2023-07-11 23:59:00,29215.867481662004,30621.0
2023-07-12 23:59:00,31755.840581828983,33878.0
2023-07-13 23:59:00,28744.057470455118,27731.0
2023-07-14 23:59:00,25783.833714100398,25188.0
2023-07-15 23:59:00,23922.253715625284,23684.0
2023-07-16 23:59:00,26372.155383186124,26929.0
2023-07-17 23:59:00,27420.09277011296,26599.0
2023-07-18 23:59:00,30545.974982958378,35719.0
2023-07-19 23:59:00,30718.077833517647,29532.0
2023-07-20 23:59:00,26479.339511626025,26624.0
2023-07-21 23:59:00,26063.75257545882,26288.0
2023-07-22 23:59:00,28408.565880872673,29130.0
